White,Asian,Black,Mixed/ Other,Total,Code,Borough,Year,Delete ,Month_Number,Weekly_pay_parttime,Monthly_pay_parttime,weekly_pay_fulltime,Monthly_pay_fulltime,Employees_number,selfemployed_number,fulltime_work_number,parttime_work_number
,,,,,E09000032,Wandsworth,2022,133,133,238.1,952.4,942.6,3770.4,"180,700","23,900","176,300","29,100"
,,,,,E09000033,Westminster,2022,133,133,234.9,939.6,865.9,3463.6,"97,100","17,000","98,600","15,500"
,,,,,E09000001,City of London,2022,134,134,!,#VALUE!,#,#VALUE!,15600,!,15400,!
,,,,,E09000002,Barking and Dagenham,2022,134,134,183.1,732.4,638.2,2552.8,"79,400","22,600","82,400","19,700"
,,,,,E09000003,Barnet,2022,134,134,230.1,920.4,735.6,2942.4,"155,500","29,500","146,800","37,400"
,,,,,E09000004,Bexley,2022,134,134,235.7,942.8,780.6,3122.4,"111,500","20,300","106,300","25,500"
,,,,,E09000005,Brent,2022,134,134,213.9,855.6,678.6,2714.4,"117,700","32,200","110,600","39,400"
,,,,,E09000006,Bromley,2022,134,134,229.9,919.6,803.6,3214.4,"146,800","26,200","133,100","38,100"
,,,,,E09000007,Camden,2022,134,134,200.5,802,771,3084,"106,500","21,400","97,100","30,900"
,,,,,E09000008,Croydon,2022,134,134,239.8,959.2,760.7,3042.8,"172,200","23,700","159,300","33,700"
,,,,,E09000009,Ealing,2022,134,134,203.3,813.2,711.7,2846.8,"143,500","25,200","140,700","28,100"
,,,,,E09000010,Enfield,2022,134,134,208.9,835.6,708.8,2835.2,"139,300","14,100","123,100","31,200"
,,,,,E09000011,Greenwich,2022,134,134,213.7,854.8,746.8,2987.2,"138,200","16,000","120,500","34,200"
,,,,,E09000012,Hackney,2022,134,134,176.2,704.8,790.1,3160.4,"139,800","19,300","120,700","38,400"
,,,,,E09000013,Hammersmith and Fulham,2022,134,134,219.2,876.8,821.1,3284.4,"83,200","14,100","82,200","15,200"
,,,,,E09000014,Haringey,2022,134,134,204,816,713.1,2852.4,"119,500","31,800","115,600","34,200"
,,,,,E09000015,Harrow,2022,134,134,227.2,908.8,798.8,3195.2,"102,600","17,000","94,700","24,900"
,,,,,E09000016,Havering,2022,134,134,240.9,963.6,709.1,2836.4,"112,900","27,500","111,900","27,400"
,,,,,E09000017,Hillingdon,2022,134,134,232.2,928.8,761.9,3047.6,"122,300","24,000","110,600","34,900"
,,,,,E09000018,Hounslow,2022,134,134,241.4,965.6,700.5,2802,"120,800","12,800","111,100","21,800"
,,,,,E09000019,Islington,2022,134,134,241,964,806.5,3226,"121,700","17,600","114,700","28,000"
,,,,,E09000020,Kensington and Chelsea,2022,134,134,#,#VALUE!,812.8,3251.2,"50,400","21,700","57,000","14,800"
,,,,,E09000021,Kingston upon Thames,2022,134,134,226.2,904.8,797.2,3188.8,"85,700","16,200","80,200","22,000"
,,,,,E09000022,Lambeth,2022,134,134,229.8,919.2,785.9,3143.6,"168,000","40,000","173,700","34,300"
,,,,,E09000023,Lewisham,2022,134,134,238.1,952.4,698.4,2793.6,"154,700","29,800","145,800","39,200"
,,,,,E09000024,Merton,2022,134,134,234.1,936.4,713.2,2852.8,"104,900","14,000","102,600","16,300"
,,,,,E09000025,Newham,2022,134,134,218.4,873.6,710.3,2841.2,"158,800","34,200","154,200","38,800"
,,,,,E09000026,Redbridge,2022,134,134,227.2,908.8,724.8,2899.2,"125,000","24,100","121,300","27,800"
,,,,,E09000027,Richmond upon Thames,2022,134,134,249.8,999.2,835.8,3343.2,"75,800","18,000","75,800","17,400"
,,,,,E09000028,Southwark,2022,134,134,226.8,907.2,774.2,3096.8,"155,400","20,800","139,400","38,000"
,,,,,E09000029,Sutton,2022,134,134,229.8,919.2,696.8,2787.2,"85,800","18,300","87,500","15,700"
,,,,,E09000030,Tower Hamlets,2022,134,134,215.6,862.4,806.9,3227.6,"153,500","25,100","149,100","29,600"
,,,,,E09000031,Waltham Forest,2022,134,134,224.8,899.2,754,3016,"114,800","15,900","104,500","25,800"
,,,,,E09000032,Wandsworth,2022,134,134,238.1,952.4,942.6,3770.4,"180,700","23,900","176,300","29,100"
,,,,,E09000033,Westminster,2022,134,134,234.9,939.6,865.9,3463.6,"97,100","17,000","98,600","15,500"
,,,,,E09000001,City of London,2022,135,135,!,#VALUE!,#,#VALUE!,15600,!,15400,!
,,,,,E09000002,Barking and Dagenham,2022,135,135,183.1,732.4,638.2,2552.8,"79,400","22,600","82,400","19,700"
,,,,,E09000003,Barnet,2022,135,135,230.1,920.4,735.6,2942.4,"155,500","29,500","146,800","37,400"
,,,,,E09000004,Bexley,2022,135,135,235.7,942.8,780.6,3122.4,"111,500","20,300","106,300","25,500"
,,,,,E09000005,Brent,2022,135,135,213.9,855.6,678.6,2714.4,"117,700","32,200","110,600","39,400"
,,,,,E09000006,Bromley,2022,135,135,229.9,919.6,803.6,3214.4,"146,800","26,200","133,100","38,100"
,,,,,E09000007,Camden,2022,135,135,200.5,802,771,3084,"106,500","21,400","97,100","30,900"
,,,,,E09000008,Croydon,2022,135,135,239.8,959.2,760.7,3042.8,"172,200","23,700","159,300","33,700"
,,,,,E09000009,Ealing,2022,135,135,203.3,813.2,711.7,2846.8,"143,500","25,200","140,700","28,100"
,,,,,E09000010,Enfield,2022,135,135,208.9,835.6,708.8,2835.2,"139,300","14,100","123,100","31,200"
,,,,,E09000011,Greenwich,2022,135,135,213.7,854.8,746.8,2987.2,"138,200","16,000","120,500","34,200"
,,,,,E09000012,Hackney,2022,135,135,176.2,704.8,790.1,3160.4,"139,800","19,300","120,700","38,400"
,,,,,E09000013,Hammersmith and Fulham,2022,135,135,219.2,876.8,821.1,3284.4,"83,200","14,100","82,200","15,200"
,,,,,E09000014,Haringey,2022,135,135,204,816,713.1,2852.4,"119,500","31,800","115,600","34,200"
,,,,,E09000015,Harrow,2022,135,135,227.2,908.8,798.8,3195.2,"102,600","17,000","94,700","24,900"
,,,,,E09000016,Havering,2022,135,135,240.9,963.6,709.1,2836.4,"112,900","27,500","111,900","27,400"
,,,,,E09000017,Hillingdon,2022,135,135,232.2,928.8,761.9,3047.6,"122,300","24,000","110,600","34,900"
,,,,,E09000018,Hounslow,2022,135,135,241.4,965.6,700.5,2802,"120,800","12,800","111,100","21,800"
,,,,,E09000019,Islington,2022,135,135,241,964,806.5,3226,"121,700","17,600","114,700","28,000"
,,,,,E09000020,Kensington and Chelsea,2022,135,135,#,#VALUE!,812.8,3251.2,"50,400","21,700","57,000","14,800"
,,,,,E09000021,Kingston upon Thames,2022,135,135,226.2,904.8,797.2,3188.8,"85,700","16,200","80,200","22,000"
,,,,,E09000022,Lambeth,2022,135,135,229.8,919.2,785.9,3143.6,"168,000","40,000","173,700","34,300"
,,,,,E09000023,Lewisham,2022,135,135,238.1,952.4,698.4,2793.6,"154,700","29,800","145,800","39,200"
,,,,,E09000024,Merton,2022,135,135,234.1,936.4,713.2,2852.8,"104,900","14,000","102,600","16,300"
,,,,,E09000025,Newham,2022,135,135,218.4,873.6,710.3,2841.2,"158,800","34,200","154,200","38,800"
,,,,,E09000026,Redbridge,2022,135,135,227.2,908.8,724.8,2899.2,"125,000","24,100","121,300","27,800"
,,,,,E09000027,Richmond upon Thames,2022,135,135,249.8,999.2,835.8,3343.2,"75,800","18,000","75,800","17,400"
,,,,,E09000028,Southwark,2022,135,135,226.8,907.2,774.2,3096.8,"155,400","20,800","139,400","38,000"
,,,,,E09000029,Sutton,2022,135,135,229.8,919.2,696.8,2787.2,"85,800","18,300","87,500","15,700"
,,,,,E09000030,Tower Hamlets,2022,135,135,215.6,862.4,806.9,3227.6,"153,500","25,100","149,100","29,600"
,,,,,E09000031,Waltham Forest,2022,135,135,224.8,899.2,754,3016,"114,800","15,900","104,500","25,800"
,,,,,E09000032,Wandsworth,2022,135,135,238.1,952.4,942.6,3770.4,"180,700","23,900","176,300","29,100"
,,,,,E09000033,Westminster,2022,135,135,234.9,939.6,865.9,3463.6,"97,100","17,000","98,600","15,500"
,,,,,E09000001,City of London,2022,136,136,!,#VALUE!,#,#VALUE!,15600,!,15400,!
,,,,,E09000002,Barking and Dagenham,2022,136,136,183.1,732.4,638.2,2552.8,"79,400","22,600","82,400","19,700"
,,,,,E09000003,Barnet,2022,136,136,230.1,920.4,735.6,2942.4,"155,500","29,500","146,800","37,400"
,,,,,E09000004,Bexley,2022,136,136,235.7,942.8,780.6,3122.4,"111,500","20,300","106,300","25,500"
,,,,,E09000005,Brent,2022,136,136,213.9,855.6,678.6,2714.4,"117,700","32,200","110,600","39,400"
,,,,,E09000006,Bromley,2022,136,136,229.9,919.6,803.6,3214.4,"146,800","26,200","133,100","38,100"
,,,,,E09000007,Camden,2022,136,136,200.5,802,771,3084,"106,500","21,400","97,100","30,900"
,,,,,E09000008,Croydon,2022,136,136,239.8,959.2,760.7,3042.8,"172,200","23,700","159,300","33,700"
,,,,,E09000009,Ealing,2022,136,136,203.3,813.2,711.7,2846.8,"143,500","25,200","140,700","28,100"
,,,,,E09000010,Enfield,2022,136,136,208.9,835.6,708.8,2835.2,"139,300","14,100","123,100","31,200"
,,,,,E09000011,Greenwich,2022,136,136,213.7,854.8,746.8,2987.2,"138,200","16,000","120,500","34,200"
,,,,,E09000012,Hackney,2022,136,136,176.2,704.8,790.1,3160.4,"139,800","19,300","120,700","38,400"
,,,,,E09000013,Hammersmith and Fulham,2022,136,136,219.2,876.8,821.1,3284.4,"83,200","14,100","82,200","15,200"
,,,,,E09000014,Haringey,2022,136,136,204,816,713.1,2852.4,"119,500","31,800","115,600","34,200"
,,,,,E09000015,Harrow,2022,136,136,227.2,908.8,798.8,3195.2,"102,600","17,000","94,700","24,900"
,,,,,E09000016,Havering,2022,136,136,240.9,963.6,709.1,2836.4,"112,900","27,500","111,900","27,400"
,,,,,E09000017,Hillingdon,2022,136,136,232.2,928.8,761.9,3047.6,"122,300","24,000","110,600","34,900"
,,,,,E09000018,Hounslow,2022,136,136,241.4,965.6,700.5,2802,"120,800","12,800","111,100","21,800"
,,,,,E09000019,Islington,2022,136,136,241,964,806.5,3226,"121,700","17,600","114,700","28,000"
,,,,,E09000020,Kensington and Chelsea,2022,136,136,#,#VALUE!,812.8,3251.2,"50,400","21,700","57,000","14,800"
,,,,,E09000021,Kingston upon Thames,2022,136,136,226.2,904.8,797.2,3188.8,"85,700","16,200","80,200","22,000"
,,,,,E09000022,Lambeth,2022,136,136,229.8,919.2,785.9,3143.6,"168,000","40,000","173,700","34,300"
,,,,,E09000023,Lewisham,2022,136,136,238.1,952.4,698.4,2793.6,"154,700","29,800","145,800","39,200"
,,,,,E09000024,Merton,2022,136,136,234.1,936.4,713.2,2852.8,"104,900","14,000","102,600","16,300"
,,,,,E09000025,Newham,2022,136,136,218.4,873.6,710.3,2841.2,"158,800","34,200","154,200","38,800"
,,,,,E09000026,Redbridge,2022,136,136,227.2,908.8,724.8,2899.2,"125,000","24,100","121,300","27,800"
,,,,,E09000027,Richmond upon Thames,2022,136,136,249.8,999.2,835.8,3343.2,"75,800","18,000","75,800","17,400"
,,,,,E09000028,Southwark,2022,136,136,226.8,907.2,774.2,3096.8,"155,400","20,800","139,400","38,000"
,,,,,E09000029,Sutton,2022,136,136,229.8,919.2,696.8,2787.2,"85,800","18,300","87,500","15,700"
,,,,,E09000030,Tower Hamlets,2022,136,136,215.6,862.4,806.9,3227.6,"153,500","25,100","149,100","29,600"
,,,,,E09000031,Waltham Forest,2022,136,136,224.8,899.2,754,3016,"114,800","15,900","104,500","25,800"
,,,,,E09000032,Wandsworth,2022,136,136,238.1,952.4,942.6,3770.4,"180,700","23,900","176,300","29,100"
,,,,,E09000033,Westminster,2022,136,136,234.9,939.6,865.9,3463.6,"97,100","17,000","98,600","15,500"
,,,,,E09000001,City of London,2022,137,137,!,#VALUE!,#,#VALUE!,15600,!,15400,!
,,,,,E09000002,Barking and Dagenham,2022,137,137,183.1,732.4,638.2,2552.8,"79,400","22,600","82,400","19,700"
,,,,,E09000003,Barnet,2022,137,137,230.1,920.4,735.6,2942.4,"155,500","29,500","146,800","37,400"
,,,,,E09000004,Bexley,2022,137,137,235.7,942.8,780.6,3122.4,"111,500","20,300","106,300","25,500"
,,,,,E09000005,Brent,2022,137,137,213.9,855.6,678.6,2714.4,"117,700","32,200","110,600","39,400"
,,,,,E09000006,Bromley,2022,137,137,229.9,919.6,803.6,3214.4,"146,800","26,200","133,100","38,100"
,,,,,E09000007,Camden,2022,137,137,200.5,802,771,3084,"106,500","21,400","97,100","30,900"
,,,,,E09000008,Croydon,2022,137,137,239.8,959.2,760.7,3042.8,"172,200","23,700","159,300","33,700"
,,,,,E09000009,Ealing,2022,137,137,203.3,813.2,711.7,2846.8,"143,500","25,200","140,700","28,100"
,,,,,E09000010,Enfield,2022,137,137,208.9,835.6,708.8,2835.2,"139,300","14,100","123,100","31,200"
,,,,,E09000011,Greenwich,2022,137,137,213.7,854.8,746.8,2987.2,"138,200","16,000","120,500","34,200"
,,,,,E09000012,Hackney,2022,137,137,176.2,704.8,790.1,3160.4,"139,800","19,300","120,700","38,400"
,,,,,E09000013,Hammersmith and Fulham,2022,137,137,219.2,876.8,821.1,3284.4,"83,200","14,100","82,200","15,200"
,,,,,E09000014,Haringey,2022,137,137,204,816,713.1,2852.4,"119,500","31,800","115,600","34,200"
,,,,,E09000015,Harrow,2022,137,137,227.2,908.8,798.8,3195.2,"102,600","17,000","94,700","24,900"
,,,,,E09000016,Havering,2022,137,137,240.9,963.6,709.1,2836.4,"112,900","27,500","111,900","27,400"
,,,,,E09000017,Hillingdon,2022,137,137,232.2,928.8,761.9,3047.6,"122,300","24,000","110,600","34,900"
,,,,,E09000018,Hounslow,2022,137,137,241.4,965.6,700.5,2802,"120,800","12,800","111,100","21,800"
,,,,,E09000019,Islington,2022,137,137,241,964,806.5,3226,"121,700","17,600","114,700","28,000"
,,,,,E09000020,Kensington and Chelsea,2022,137,137,#,#VALUE!,812.8,3251.2,"50,400","21,700","57,000","14,800"
,,,,,E09000021,Kingston upon Thames,2022,137,137,226.2,904.8,797.2,3188.8,"85,700","16,200","80,200","22,000"
,,,,,E09000022,Lambeth,2022,137,137,229.8,919.2,785.9,3143.6,"168,000","40,000","173,700","34,300"
,,,,,E09000023,Lewisham,2022,137,137,238.1,952.4,698.4,2793.6,"154,700","29,800","145,800","39,200"
,,,,,E09000024,Merton,2022,137,137,234.1,936.4,713.2,2852.8,"104,900","14,000","102,600","16,300"
,,,,,E09000025,Newham,2022,137,137,218.4,873.6,710.3,2841.2,"158,800","34,200","154,200","38,800"
,,,,,E09000026,Redbridge,2022,137,137,227.2,908.8,724.8,2899.2,"125,000","24,100","121,300","27,800"
,,,,,E09000027,Richmond upon Thames,2022,137,137,249.8,999.2,835.8,3343.2,"75,800","18,000","75,800","17,400"
,,,,,E09000028,Southwark,2022,137,137,226.8,907.2,774.2,3096.8,"155,400","20,800","139,400","38,000"
,,,,,E09000029,Sutton,2022,137,137,229.8,919.2,696.8,2787.2,"85,800","18,300","87,500","15,700"
,,,,,E09000030,Tower Hamlets,2022,137,137,215.6,862.4,806.9,3227.6,"153,500","25,100","149,100","29,600"
,,,,,E09000031,Waltham Forest,2022,137,137,224.8,899.2,754,3016,"114,800","15,900","104,500","25,800"
,,,,,E09000032,Wandsworth,2022,137,137,238.1,952.4,942.6,3770.4,"180,700","23,900","176,300","29,100"
,,,,,E09000033,Westminster,2022,137,137,234.9,939.6,865.9,3463.6,"97,100","17,000","98,600","15,500"
,,,,,E09000001,City of London,2022,138,138,!,#VALUE!,#,#VALUE!,15600,!,15400,!
,,,,,E09000002,Barking and Dagenham,2022,138,138,183.1,732.4,638.2,2552.8,"79,400","22,600","82,400","19,700"
,,,,,E09000003,Barnet,2022,138,138,230.1,920.4,735.6,2942.4,"155,500","29,500","146,800","37,400"
,,,,,E09000004,Bexley,2022,138,138,235.7,942.8,780.6,3122.4,"111,500","20,300","106,300","25,500"
,,,,,E09000005,Brent,2022,138,138,213.9,855.6,678.6,2714.4,"117,700","32,200","110,600","39,400"
,,,,,E09000006,Bromley,2022,138,138,229.9,919.6,803.6,3214.4,"146,800","26,200","133,100","38,100"
,,,,,E09000007,Camden,2022,138,138,200.5,802,771,3084,"106,500","21,400","97,100","30,900"
,,,,,E09000008,Croydon,2022,138,138,239.8,959.2,760.7,3042.8,"172,200","23,700","159,300","33,700"
,,,,,E09000009,Ealing,2022,138,138,203.3,813.2,711.7,2846.8,"143,500","25,200","140,700","28,100"
,,,,,E09000010,Enfield,2022,138,138,208.9,835.6,708.8,2835.2,"139,300","14,100","123,100","31,200"
,,,,,E09000011,Greenwich,2022,138,138,213.7,854.8,746.8,2987.2,"138,200","16,000","120,500","34,200"
,,,,,E09000012,Hackney,2022,138,138,176.2,704.8,790.1,3160.4,"139,800","19,300","120,700","38,400"
,,,,,E09000013,Hammersmith and Fulham,2022,138,138,219.2,876.8,821.1,3284.4,"83,200","14,100","82,200","15,200"
,,,,,E09000014,Haringey,2022,138,138,204,816,713.1,2852.4,"119,500","31,800","115,600","34,200"
,,,,,E09000015,Harrow,2022,138,138,227.2,908.8,798.8,3195.2,"102,600","17,000","94,700","24,900"
,,,,,E09000016,Havering,2022,138,138,240.9,963.6,709.1,2836.4,"112,900","27,500","111,900","27,400"
,,,,,E09000017,Hillingdon,2022,138,138,232.2,928.8,761.9,3047.6,"122,300","24,000","110,600","34,900"
,,,,,E09000018,Hounslow,2022,138,138,241.4,965.6,700.5,2802,"120,800","12,800","111,100","21,800"
,,,,,E09000019,Islington,2022,138,138,241,964,806.5,3226,"121,700","17,600","114,700","28,000"
,,,,,E09000020,Kensington and Chelsea,2022,138,138,#,#VALUE!,812.8,3251.2,"50,400","21,700","57,000","14,800"
,,,,,E09000021,Kingston upon Thames,2022,138,138,226.2,904.8,797.2,3188.8,"85,700","16,200","80,200","22,000"
,,,,,E09000022,Lambeth,2022,138,138,229.8,919.2,785.9,3143.6,"168,000","40,000","173,700","34,300"
,,,,,E09000023,Lewisham,2022,138,138,238.1,952.4,698.4,2793.6,"154,700","29,800","145,800","39,200"
,,,,,E09000024,Merton,2022,138,138,234.1,936.4,713.2,2852.8,"104,900","14,000","102,600","16,300"
,,,,,E09000025,Newham,2022,138,138,218.4,873.6,710.3,2841.2,"158,800","34,200","154,200","38,800"
,,,,,E09000026,Redbridge,2022,138,138,227.2,908.8,724.8,2899.2,"125,000","24,100","121,300","27,800"
,,,,,E09000027,Richmond upon Thames,2022,138,138,249.8,999.2,835.8,3343.2,"75,800","18,000","75,800","17,400"
,,,,,E09000028,Southwark,2022,138,138,226.8,907.2,774.2,3096.8,"155,400","20,800","139,400","38,000"
,,,,,E09000029,Sutton,2022,138,138,229.8,919.2,696.8,2787.2,"85,800","18,300","87,500","15,700"
,,,,,E09000030,Tower Hamlets,2022,138,138,215.6,862.4,806.9,3227.6,"153,500","25,100","149,100","29,600"
,,,,,E09000031,Waltham Forest,2022,138,138,224.8,899.2,754,3016,"114,800","15,900","104,500","25,800"
,,,,,E09000032,Wandsworth,2022,138,138,238.1,952.4,942.6,3770.4,"180,700","23,900","176,300","29,100"
,,,,,E09000033,Westminster,2022,138,138,234.9,939.6,865.9,3463.6,"97,100","17,000","98,600","15,500"
,,,,,E09000001,City of London,2022,139,139,!,#VALUE!,#,#VALUE!,15600,!,15400,!
,,,,,E09000002,Barking and Dagenham,2022,139,139,183.1,732.4,638.2,2552.8,"79,400","22,600","82,400","19,700"
,,,,,E09000003,Barnet,2022,139,139,230.1,920.4,735.6,2942.4,"155,500","29,500","146,800","37,400"
,,,,,E09000004,Bexley,2022,139,139,235.7,942.8,780.6,3122.4,"111,500","20,300","106,300","25,500"
,,,,,E09000005,Brent,2022,139,139,213.9,855.6,678.6,2714.4,"117,700","32,200","110,600","39,400"
,,,,,E09000006,Bromley,2022,139,139,229.9,919.6,803.6,3214.4,"146,800","26,200","133,100","38,100"
,,,,,E09000007,Camden,2022,139,139,200.5,802,771,3084,"106,500","21,400","97,100","30,900"
,,,,,E09000008,Croydon,2022,139,139,239.8,959.2,760.7,3042.8,"172,200","23,700","159,300","33,700"
,,,,,E09000009,Ealing,2022,139,139,203.3,813.2,711.7,2846.8,"143,500","25,200","140,700","28,100"
,,,,,E09000010,Enfield,2022,139,139,208.9,835.6,708.8,2835.2,"139,300","14,100","123,100","31,200"
,,,,,E09000011,Greenwich,2022,139,139,213.7,854.8,746.8,2987.2,"138,200","16,000","120,500","34,200"
,,,,,E09000012,Hackney,2022,139,139,176.2,704.8,790.1,3160.4,"139,800","19,300","120,700","38,400"
,,,,,E09000013,Hammersmith and Fulham,2022,139,139,219.2,876.8,821.1,3284.4,"83,200","14,100","82,200","15,200"
,,,,,E09000014,Haringey,2022,139,139,204,816,713.1,2852.4,"119,500","31,800","115,600","34,200"
,,,,,E09000015,Harrow,2022,139,139,227.2,908.8,798.8,3195.2,"102,600","17,000","94,700","24,900"
,,,,,E09000016,Havering,2022,139,139,240.9,963.6,709.1,2836.4,"112,900","27,500","111,900","27,400"
,,,,,E09000017,Hillingdon,2022,139,139,232.2,928.8,761.9,3047.6,"122,300","24,000","110,600","34,900"
,,,,,E09000018,Hounslow,2022,139,139,241.4,965.6,700.5,2802,"120,800","12,800","111,100","21,800"
,,,,,E09000019,Islington,2022,139,139,241,964,806.5,3226,"121,700","17,600","114,700","28,000"
,,,,,E09000020,Kensington and Chelsea,2022,139,139,#,#VALUE!,812.8,3251.2,"50,400","21,700","57,000","14,800"
,,,,,E09000021,Kingston upon Thames,2022,139,139,226.2,904.8,797.2,3188.8,"85,700","16,200","80,200","22,000"
,,,,,E09000022,Lambeth,2022,139,139,229.8,919.2,785.9,3143.6,"168,000","40,000","173,700","34,300"
,,,,,E09000023,Lewisham,2022,139,139,238.1,952.4,698.4,2793.6,"154,700","29,800","145,800","39,200"
,,,,,E09000024,Merton,2022,139,139,234.1,936.4,713.2,2852.8,"104,900","14,000","102,600","16,300"
,,,,,E09000025,Newham,2022,139,139,218.4,873.6,710.3,2841.2,"158,800","34,200","154,200","38,800"
,,,,,E09000026,Redbridge,2022,139,139,227.2,908.8,724.8,2899.2,"125,000","24,100","121,300","27,800"
,,,,,E09000027,Richmond upon Thames,2022,139,139,249.8,999.2,835.8,3343.2,"75,800","18,000","75,800","17,400"
,,,,,E09000028,Southwark,2022,139,139,226.8,907.2,774.2,3096.8,"155,400","20,800","139,400","38,000"
,,,,,E09000029,Sutton,2022,139,139,229.8,919.2,696.8,2787.2,"85,800","18,300","87,500","15,700"
,,,,,E09000030,Tower Hamlets,2022,139,139,215.6,862.4,806.9,3227.6,"153,500","25,100","149,100","29,600"
,,,,,E09000031,Waltham Forest,2022,139,139,224.8,899.2,754,3016,"114,800","15,900","104,500","25,800"
,,,,,E09000032,Wandsworth,2022,139,139,238.1,952.4,942.6,3770.4,"180,700","23,900","176,300","29,100"
,,,,,E09000033,Westminster,2022,139,139,234.9,939.6,865.9,3463.6,"97,100","17,000","98,600","15,500"
,,,,,E09000001,City of London,2022,140,140,!,#VALUE!,#,#VALUE!,15600,!,15400,!
,,,,,E09000002,Barking and Dagenham,2022,140,140,183.1,732.4,638.2,2552.8,"79,400","22,600","82,400","19,700"
,,,,,E09000003,Barnet,2022,140,140,230.1,920.4,735.6,2942.4,"155,500","29,500","146,800","37,400"
,,,,,E09000004,Bexley,2022,140,140,235.7,942.8,780.6,3122.4,"111,500","20,300","106,300","25,500"
,,,,,E09000005,Brent,2022,140,140,213.9,855.6,678.6,2714.4,"117,700","32,200","110,600","39,400"
,,,,,E09000006,Bromley,2022,140,140,229.9,919.6,803.6,3214.4,"146,800","26,200","133,100","38,100"
,,,,,E09000007,Camden,2022,140,140,200.5,802,771,3084,"106,500","21,400","97,100","30,900"
,,,,,E09000008,Croydon,2022,140,140,239.8,959.2,760.7,3042.8,"172,200","23,700","159,300","33,700"
,,,,,E09000009,Ealing,2022,140,140,203.3,813.2,711.7,2846.8,"143,500","25,200","140,700","28,100"
,,,,,E09000010,Enfield,2022,140,140,208.9,835.6,708.8,2835.2,"139,300","14,100","123,100","31,200"
,,,,,E09000011,Greenwich,2022,140,140,213.7,854.8,746.8,2987.2,"138,200","16,000","120,500","34,200"
,,,,,E09000012,Hackney,2022,140,140,176.2,704.8,790.1,3160.4,"139,800","19,300","120,700","38,400"
,,,,,E09000013,Hammersmith and Fulham,2022,140,140,219.2,876.8,821.1,3284.4,"83,200","14,100","82,200","15,200"
,,,,,E09000014,Haringey,2022,140,140,204,816,713.1,2852.4,"119,500","31,800","115,600","34,200"
,,,,,E09000015,Harrow,2022,140,140,227.2,908.8,798.8,3195.2,"102,600","17,000","94,700","24,900"
,,,,,E09000016,Havering,2022,140,140,240.9,963.6,709.1,2836.4,"112,900","27,500","111,900","27,400"
,,,,,E09000017,Hillingdon,2022,140,140,232.2,928.8,761.9,3047.6,"122,300","24,000","110,600","34,900"
,,,,,E09000018,Hounslow,2022,140,140,241.4,965.6,700.5,2802,"120,800","12,800","111,100","21,800"
,,,,,E09000019,Islington,2022,140,140,241,964,806.5,3226,"121,700","17,600","114,700","28,000"
,,,,,E09000020,Kensington and Chelsea,2022,140,140,#,#VALUE!,812.8,3251.2,"50,400","21,700","57,000","14,800"
,,,,,E09000021,Kingston upon Thames,2022,140,140,226.2,904.8,797.2,3188.8,"85,700","16,200","80,200","22,000"
,,,,,E09000022,Lambeth,2022,140,140,229.8,919.2,785.9,3143.6,"168,000","40,000","173,700","34,300"
,,,,,E09000023,Lewisham,2022,140,140,238.1,952.4,698.4,2793.6,"154,700","29,800","145,800","39,200"
,,,,,E09000024,Merton,2022,140,140,234.1,936.4,713.2,2852.8,"104,900","14,000","102,600","16,300"
,,,,,E09000025,Newham,2022,140,140,218.4,873.6,710.3,2841.2,"158,800","34,200","154,200","38,800"
,,,,,E09000026,Redbridge,2022,140,140,227.2,908.8,724.8,2899.2,"125,000","24,100","121,300","27,800"
,,,,,E09000027,Richmond upon Thames,2022,140,140,249.8,999.2,835.8,3343.2,"75,800","18,000","75,800","17,400"
,,,,,E09000028,Southwark,2022,140,140,226.8,907.2,774.2,3096.8,"155,400","20,800","139,400","38,000"
,,,,,E09000029,Sutton,2022,140,140,229.8,919.2,696.8,2787.2,"85,800","18,300","87,500","15,700"
,,,,,E09000030,Tower Hamlets,2022,140,140,215.6,862.4,806.9,3227.6,"153,500","25,100","149,100","29,600"
,,,,,E09000031,Waltham Forest,2022,140,140,224.8,899.2,754,3016,"114,800","15,900","104,500","25,800"
,,,,,E09000032,Wandsworth,2022,140,140,238.1,952.4,942.6,3770.4,"180,700","23,900","176,300","29,100"
,,,,,E09000033,Westminster,2022,140,140,234.9,939.6,865.9,3463.6,"97,100","17,000","98,600","15,500"
,,,,,E09000001,City of London,2023,141,141,,,,,!,!,!,!
,,,,,E09000002,Barking and Dagenham,2023,141,141,,,,,"85,500","16,600","86,400","15,600"
,,,,,E09000003,Barnet,2023,141,141,,,,,"156,700","18,900","137,500","38,100"
,,,,,E09000004,Bexley,2023,141,141,,,,,"99,500","18,400","90,200","27,800"
,,,,,E09000005,Brent,2023,141,141,,,,,"116,400","28,300","112,300","32,300"
,,,,,E09000006,Bromley,2023,141,141,,,,,"138,000","31,100","134,000","35,100"
,,,,,E09000007,Camden,2023,141,141,,,,,"102,200","28,100","95,900","33,100"
,,,,,E09000008,Croydon,2023,141,141,,,,,"176,500","21,200","157,000","40,800"
,,,,,E09000009,Ealing,2023,141,141,,,,,"153,000","31,600","160,800","23,800"
,,,,,E09000010,Enfield,2023,141,141,,,,,"120,100","30,300","116,400","34,100"
,,,,,E09000011,Greenwich,2023,141,141,,,,,"148,500","20,700","134,400","34,400"
,,,,,E09000012,Hackney,2023,141,141,,,,,"162,200","15,500","144,300","33,400"
